id,question_rich_text,question_title,explanation,hint_text,question_text,difficulty
99,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following best models the relationship between ""employee"", and ""trainers""/""administrators""/""technicians""?",Q4-9,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following best models the relationship between ""employee"", and ""trainers""/""administrators""/""technicians""?",1
98,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following can be modelled as a key attribute?
",Q4-8,,Key attribute: refers to an attribute that uniquely defines an entity in an entity set.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following can be modelled as a key attribute?",1
97,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following can be modelled as a weak entity type?",Q4-7,,A weak entity type is an entity type that does not have sufficient attributes to form a primary key.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following can be modelled as a weak entity type?",2
96,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following can be modelled as an attribute?
",Q4-6,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following can be modelled as an attribute?",2
95,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following can be modelled as an attribute?
",Q4-5,,Attributes: properties that describe entities and relationships.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following can be modelled as an attribute?",1
94,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following can be modelled as an entity type?",Q4-4,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following can be modelled as an entity type?",1
93,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following can be modelled as an entity type?",Q4-3,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following can be modelled as an entity type?",1
92,"In ER diagram, weak entity is represented by a______________.",Q4-2,,A weak entity type is an entity type that does not have sufficient attributes to form a primary key.,"In ER diagram, weak entity is represented by a______________.",1
91,Which constraint can be captured by the ER diagram?,Q4-1,,,Which constraint can be captured by the ER diagram?,1
87,Which of the following Select statement correctly list the CourseNo and the corresponding number of students enrolled for all courses in 2019?,Q3-31,,,Which of the following Select statement correctly list the CourseNo and the corresponding number of students enrolled for all courses in 2019?,2
86,"How many rows, columns will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Course c</br>
<font color=""blue"">WHERE NOT EXISTS</font> (<font color=""blue"">SELECT</font> *</br>
                                                     <font color=""blue"">FROM</font> Enrol e</br>
                 <font color=""blue"">WHERE</font> c.CourseNo=e.CourseNo);",Q3-30,,,"How many rows, columns will be in the query result for the following Select statement? SELECT * FROM Course c WHERE NOT EXISTS (SELECT * FROM Enrol e WHERE c.CourseNo=e.CourseNo);",3
85,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Enrol e</br>
<font color=""blue"">WHERE</font> e.CourseNo <font color=""blue"">IN</font> (<font color=""blue"">SELECT</font> c.CourseNo</br>
                          	        <font color=""blue""> FROM</font> Course c</br>
		        <font color=""blue""> WHERE</font> CourseName = ‘Relational Databases’);",Q3-29,,IN subquery tests if a tuple occurs in the result of the subquery.,How many rows will be in the query result for the following Select statement? SELECT * FROM Enrol e WHERE e.CourseNo IN (SELECT c.CourseNo FROM Course c WHERE CourseName = ‘Relational Databases’);,3
84,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Course c</br>
<font color=""blue"">WHERE EXISTS</font> (<font color=""blue"">SELECT</font> *</br>
                         <font color=""blue""> FROM</font> Enrol e</br>
                         <font color=""blue""> WHERE</font> c.CourseNo=e.CourseNo);",Q3-28,,,How many rows will be in the query result for the following Select statement? SELECT * FROM Course c WHERE EXISTS (SELECT * FROM Enrol e WHERE c.CourseNo=e.CourseNo);,3
83,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Enrol e</br>
<font color=""blue"">WHERE EXISTS</font> (<font color=""blue"">SELECT </font>*</br>
                                                    <font color=""blue"">FROM</font> Course c</br>
                                                           <font color=""blue"">WHERE</font> c.CourseNo=e.CourseNo);",Q3-27,,The EXISTS operator is used to test for the existence of any record in a subquery and returns true if the subquery returns one or more tuples.,How many rows will be in the query result for the following Select statement? SELECT * FROM Enrol e WHERE EXISTS (SELECT * FROM Course c WHERE c.CourseNo=e.CourseNo);,3
82,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Course, Enrol</br>
<font color=""blue"">WHERE</font> Course.CourseNo=Enrol.CourseNo <font color=""blue"">AND</font> Year = 2018;",Q3-26,,,"How many rows will be in the query result for the following Select statement? SELECT * FROM Course, Enrol WHERE Course.CourseNo=Enrol.CourseNo AND Year = 2018;",2
81,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Course <font color=""blue"">LEFT JOIN</font> Enrol <font color=""blue"">ON</font> Course.CourseNo=Enrol.CourseNo;",Q3-25,,The LEFT JOIN returns all records from the left table (Course) and the matched records from the right table (Enrol). The result is NULL from the right side if there is no match.,How many rows will be in the query result for the following Select statement? SELECT * FROM Course LEFT JOIN Enrol ON Course.CourseNo=Enrol.CourseNo;,2
80,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Course <font color=""blue"">NATURAL JOIN</font> Enrol;",Q3-24,,"Natural Join: A natural join retains all the data of the two tables for only the matched rows, without duplication.",How many rows will be in the query result for the following Select statement? SELECT * FROM Course NATURAL JOIN Enrol;,2
79,"How many rows will be in the query result for the following Select statement?
</br><font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Course <font color=""blue"">INNER JOIN</font> Enrol <font color=""blue"">ON</font> Course.CourseNo=Enrol.CourseNo;",Q3-23,,The INNER JOIN joins tuples in two tables that satisfy the joining condition.,How many rows will be in the query result for the following Select statement? SELECT * FROM Course INNER JOIN Enrol ON Course.CourseNo=Enrol.CourseNo;,2
78,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> *</br>
<font color=""blue"">FROM</font> Course, Enrol;",Q3-22,"4X7=28
28 rows   5 columns",,"How many rows will be in the query result for the following Select statement? SELECT * FROM Course, Enrol;",2
77,"How many rows will be in the result for the following Select statement?</br>
<font color=""blue"">SELECT</font> CourseNo</br> <font color=""blue"">FROM</font> Study</br>
<font color=""blue"">WHERE</font> StudentID=102</br>
<font color=""blue"">EXCEPT</font></br>
<font color=""blue"">SELECT</font> CourseNo </br><font color=""blue"">FROM</font> Study</br>
<font color=""blue"">WHERE</font> StudentID=103;",Q3-21,,"In SQL, EXCEPT corresponds to the set difference in the relational data model.",How many rows will be in the result for the following Select statement? SELECT CourseNo FROM Study WHERE StudentID=102 EXCEPT SELECT CourseNo FROM Study WHERE StudentID=103;,2
76,"How many rows will be in the result for the following Select statement?</br>
<font color=""blue"">SELECT</font> StudentID</br>
<font color=""blue"">FROM</font> Study</br>
<font color=""blue"">WHERE</font> CourseNo='COMP2400'</br>
<font color=""blue"">UNION</font></br>
<font color=""blue"">SELECT</font> StudentID</br>
<font color=""blue"">FROM</font> Study</br>
<font color=""blue"">WHERE</font> CourseNo='STAT2001';",Q3-20,,The UNION operator is used to union two tables and duplicated tuples will be removed.,How many rows will be in the result for the following Select statement? SELECT StudentID FROM Study WHERE CourseNo='COMP2400' UNION SELECT StudentID FROM Study WHERE CourseNo='STAT2001';,2
75,"How many rows will be in the result for the following Select statement? </br>
<font color=""blue"">SELECT</font> CourseNo, <font color=""blue"">COUNT</font>(*) </br>
<font color=""blue"">FROM</font> Study </br>
<font color=""blue""> GROUP BY</font> CourseNo </br>
<font color=""blue""> Having COUNT</font>(*) > 1;",Q3-19,,,"How many rows will be in the result for the following Select statement? SELECT CourseNo, COUNT(*) FROM Study GROUP BY CourseNo Having COUNT(*) > 1;",2
74,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> StudentID, <font color=""blue"">COUNT</font>(*)</br>
<font color=""blue"">FROM</font> Study</br>
<font color=""blue"">GROUP BY</font> StudentID;",Q3-18,,COUNT(*) returns the total number of rows. GROUP BY StudentID groups tuples together if they have the same StudentID.,"How many rows will be in the query result for the following Select statement? SELECT StudentID, COUNT(*) FROM Study GROUP BY StudentID;",2
73,"What is the query result for the following Select statement? </br>
<font color=""blue"">SELECT COUNT</font>(units),<font color=""blue""> MIN</font>(units)  </br>
<font color=""blue"">FROM</font>  Study;",Q3-17,,,"What is the query result for the following Select statement? SELECT COUNT(units), MIN(units) FROM Study;",1
72,"How many rows will be in the result for the following Select statement?</br>
<font color=""blue"">SELECT</font> CourseNo </br>
<font color=""blue"">FROM</font> Study </br>
<font color=""blue"">WHERE</font> (StudentID = 102) <font color=""blue"">OR</font> (StudentID = 103);",Q3-16,,,How many rows will be in the result for the following Select statement? SELECT CourseNo FROM Study WHERE (StudentID = 102) OR (StudentID = 103);,2
71,"How many rows will be in the result for the following Select statement?</br>
<font color=""blue"">SELECT DISTINCT</font> CourseNo </br>
<font color=""blue"">FROM</font> Study;",Q3-15,,The SELECT DISTINCT statement is used to remove duplicated rows in the result.,How many rows will be in the result for the following Select statement? SELECT DISTINCT CourseNo FROM Study;,2
70,"How many rows will be in the query result for the following Select statement?</br>
<font color=""blue"">SELECT</font> * </br>
<font color=""blue"">FROM</font> Study </br>
<font color=""blue"">WHERE</font> lower(Name) = 'tom';",Q3-14,,,How many rows will be in the query result for the following Select statement? SELECT * FROM Study WHERE lower(Name) = 'tom';,2
69,"How many rows will be in the query result for the following Select statement?</br>
 <font color=""blue"">SELECT</font> *</br>
<font color=""blue""> FROM</font> Study </br>
<font color=""blue"">WHERE</font> Name = 'Tom';",Q3-13,,,How many rows will be in the query result for the following Select statement? SELECT * FROM Study WHERE Name = 'Tom';,2
68,"How many rows will be in the query result for the following Select statement?</br>
 <font color=""blue""> SELECT</font> StudentID, Name</br>
 <font color=""blue""> FROM </font>Study;",Q3-12,,,"How many rows will be in the query result for the following Select statement? SELECT StudentID, Name FROM Study;",1
67,"What referential integrity constraints do the following statements define? </br>
<font color=""blue"">CREATE TABLE </font>Student(StudentID<font color=""blue""> INT  PRIMARY KEY</font>, Name <font color=""blue"">VARCHAR</font>(50)); </br>
<font color=""blue"">CREATE TABLE</font> Enrol (StudentID<font color=""blue""> INT</font>, CourseNo <font color=""blue"">VARCHAR</font>(20), Semester<font color=""blue""> VARCHAR</font>(50),<font color=""blue""> FOREIGN KEY</font>(StudentID) <font color=""blue"">REFERENCES</font> Student(StudentID));",Q3-11,,,"What referential integrity constraints do the following statements define? CREATE TABLE Student(StudentID INT PRIMARY KEY, Name VARCHAR(50)); CREATE TABLE Enrol (StudentID INT, CourseNo VARCHAR(20), Semester VARCHAR(50), FOREIGN KEY(StudentID) REFERENCES Student(StudentID));",1
66,"If {StudentID, CourseNo, Semester} is the primary key for  the relation schema Enrol, then the entity integrity constraints guarantee ___________.",Q3-10,,,"If {StudentID, CourseNo, Semester} is the primary key for the relation schema Enrol, then the entity integrity constraints guarantee ___________.",1
65,"Which of the following statement correctly creates the relation schema Enrol(StudentID:<font color=""blue""> INT</font>, CourseNo: <font color=""blue""> STRING</font>, Semester: <font color=""blue""> STRING</font>)?",Q3-9,,,"Which of the following statement correctly creates the relation schema Enrol(StudentID: INT, CourseNo: STRING, Semester: STRING)?",1
64,"What will be the output of the following query?  </br>
<font color=""blue"">SELECT COUNT</font>(*) </br>
<font color=""blue"">FROM</font> person;",Q3-8,,"SQL provides the SELECT statement for retrieving data from a database.
COUNT(*) returns the total number of rows.",What will be the output of the following query? SELECT COUNT(*) FROM person;,1
63,"What will be the output of the following query? </br>            
<font color=""blue"">SELECT </font> * </br>    
<font color=""blue"">FROM </font> person;",Q3-7,,SQL provides the SELECT statement for retrieving data from a database.,What will be the output of the following query? SELECT * FROM person;,1
62,"The _____ operation combines two relations by merging pairs of matching tuples, one from each relation, into a single tuple.",Q3-6,,,"The _____ operation combines two relations by merging pairs of matching tuples, one from each relation, into a single tuple.",1
61,Which of the following commands do we use to delete all the tuples from a relation (R)?,Q3-5,The delete from the command is used to delete all the tuples in a relation.,The delete from the command is used to delete all the tuples in a relation. The drop table totally deletes the relation schema.,Which of the following commands do we use to delete all the tuples from a relation (R)?,1
60,"What is the syntax to add a new tuple to a relation? (Consider D as the relation and (a, b, c) as the new tuple)",Q3-4,,,"What is the syntax to add a new tuple to a relation? (Consider D as the relation and (a, b, c) as the new tuple)",1
59,"In SQL, which command is used to add new rows to a table?",Q3-3,,,"In SQL, which command is used to add new rows to a table?",1
58,"In SQL, which of the following is included in DML (Data Manipulation Language)?",Q3-2,,"A data manipulation language (DML) is a part of the structured query language (SQL) that handles data manipulation including querying (selecting), adding (inserting), deleting, and modifying (updating) data in a database.","In SQL, which of the following is included in DML (Data Manipulation Language)?",1
57,The ________ clause is used to list the attributes desired in the result of a query.,Q3-1,,,The ________ clause is used to list the attributes desired in the result of a query.,1
56,The basic data type char(n) is a _____-length character string and varchar(n) is _____-length character string.,Q2-21,Varchar changes its length accordingly whereas char has a specific length which has to be filled by either letters or spaces.,"In database systems, a field can have a fixed or a variable length. A variable-length field is one whose length can be different in each record, depending on what data is stored in the field.",The basic data type char(n) is a _____-length character string and varchar(n) is _____-length character string.,1
55," The command <font  color=""blue"">“CREATE TABLE”</font> belongs to  ________.",Q2-20,Data Definition Language is the language which performs all the operation in defining the relation schema.,,The command “CREATE TABLE” belongs to ________.,1
54,Which of the following commands can be used to remove attribute A from a relation R?,Q2-19,"We can delete an attribute from a relation using the alter table command with the following syntax
alter table drop","The ALTER TABLE statement is used to modify an existing relation schema.
The DROP TABLE statement is used to remove an existing relation schema.",Which of the following commands can be used to remove attribute A from a relation R?,2
53,Which of the following commands is used to remove relation schema R from a database?,Q2-18,The drop table command is used to delete a relation from a database whereas the delete from table removes all the tuples from a relation.,The DROP TABLE statement is used to remove an existing relation schema from a database schema.,Which of the following commands is used to remove relation schema R from a database?,1
52,Which of the following commands is used to create a new relation in PostgreSQL?,Q2-17,"We use the create table command to create a new relation schema in the database. The syntax is
create table(…);",,Which of the following commands is used to create a new relation in PostgreSQL?,1
51,Which of the following data types is not supported in PostgreSQL?,Q2-16,"PostgreSQL does not support String(n) but it supports char, varchar, and Bit.",,Which of the following data types is not supported in PostgreSQL?,1
50,Which of the following is true?,Q2-15,,"A subset of the attributes of a relation schema R is a superkey if it uniquely identifies any tuple in r (R).
A superkey K is called a candidate key if no proper subset of K is a superkey.
The primary key is chosen from the candidate keys and the primary key is one of the candidate keys.",Which of the following is true?,1
49,"If {a} is a superkey key in R(a,b,c), then_______________.",Q2-14,,,"If {a} is a superkey key in R(a,b,c), then_______________.",2
48,"If {a,b} is a candidate key in R(a,b,c), then___________.",Q2-13,,,"If {a,b} is a candidate key in R(a,b,c), then___________.",3
47,"If {a,b} is a superkey in R(a,b,c), then",Q2-12,,,"If {a,b} is a superkey in R(a,b,c), then",2
46,"If {a,b} is a superkey in R(a,b,c), then________________.",Q2-11,,"A subset of the attributes of a relation schema R is a superkey if it uniquely identifies any tuple in r (R).
A superkey K is called a candidate key if no proper subset of K is a superkey.","If {a,b} is a superkey in R(a,b,c), then________________.",2
